date,IT Dep.,CostElement,Country,Budget
07-07-2020,Core Infrastructure,Depreciation,Mexico,"26,339"
04-08-2020,Core Infrastructure,Depreciation,Mexico,"11,520"
22-09-2020,Core Infrastructure,Depreciation,Mexico,"17,352"
10-10-2020,Core Infrastructure,Depreciation,Mexico,"13,730"
26-11-2020,Core Infrastructure,Depreciation,Mexico,"21,419"
16-12-2020,Core Infrastructure,Depreciation,Mexico,"43,632"
18-01-2020,Core Infrastructure,Depreciation,New Zealand,"1,05,301"
17-02-2020,Core Infrastructure,Depreciation,New Zealand,"1,05,936"
03-03-2020,Core Infrastructure,Depreciation,New Zealand,"97,573"
07-04-2020,Core Infrastructure,Depreciation,New Zealand,"84,324"
05-05-2020,Core Infrastructure,Depreciation,New Zealand,"1,08,033"
11-06-2020,Core Infrastructure,Depreciation,New Zealand,"97,435"
20-07-2020,Core Infrastructure,Depreciation,New Zealand,"1,02,720"
17-08-2020,Core Infrastructure,Depreciation,New Zealand,"1,14,739"
07-09-2020,Core Infrastructure,Depreciation,New Zealand,"1,10,910"
08-10-2020,Core Infrastructure,Depreciation,New Zealand,"1,00,591"
19-11-2020,Core Infrastructure,Depreciation,New Zealand,"1,19,049"
21-12-2020,Core Infrastructure,Depreciation,New Zealand,"1,08,676"
28-01-2020,Core Infrastructure,Employee Performance,USA,2210
12-02-2020,Core Infrastructure,Employee Performance,USA,24072
22-03-2020,Core Infrastructure,Employee Performance,USA,660
07-04-2020,Core Infrastructure,Employee Performance,USA,19117
11-05-2020,Core Infrastructure,Employee Performance,USA,34753
06-06-2020,Core Infrastructure,Employee Performance,USA,6529
09-07-2020,Core Infrastructure,Employee Performance,USA,20458
25-08-2020,Core Infrastructure,Employee Performance,USA,29637
01-09-2020,Core Infrastructure,Employee Performance,USA,10485
14-10-2020,Core Infrastructure,Employee Performance,USA,17764
07-11-2020,Core Infrastructure,Employee Performance,USA,3430
06-12-2020,Core Infrastructure,Employee Performance,USA,13235
19-01-2020,Core Infrastructure,External Labor,Brazil,"39,027"
26-02-2020,Core Infrastructure,External Labor,Brazil,"49,827"
01-03-2020,Core Infrastructure,External Labor,Brazil,"55,398"
26-04-2020,Core Infrastructure,External Labor,Brazil,"48,638"
04-05-2020,Core Infrastructure,External Labor,Brazil,"34,478"
25-06-2020,Core Infrastructure,External Labor,Brazil,"48,792"
11-07-2020,Core Infrastructure,External Labor,Brazil,"34,895"
26-08-2020,Core Infrastructure,External Labor,Brazil,"40,142"
17-09-2020,Core Infrastructure,External Labor,Brazil,"58,349"
13-10-2020,Core Infrastructure,External Labor,Brazil,"32,776"
26-11-2020,Core Infrastructure,External Labor,Brazil,"25,156"
12-12-2020,Core Infrastructure,External Labor,Brazil,"33,790"
04-01-2020,Core Infrastructure,External Labor,Canada,"53,216"
05-02-2020,Core Infrastructure,External Labor,Canada,"26,645"
14-03-2020,Core Infrastructure,External Labor,Canada,"51,663"
23-04-2020,Core Infrastructure,External Labor,Canada,"23,719"
02-05-2020,Core Infrastructure,External Labor,Canada,"50,967"
03-06-2020,Core Infrastructure,External Labor,Canada,"59,944"
17-07-2020,Core Infrastructure,External Labor,Canada,"53,637"
11-08-2020,Core Infrastructure,External Labor,Canada,"22,732"
09-09-2020,Core Infrastructure,External Labor,Canada,"22,082"
06-10-2020,Core Infrastructure,External Labor,Canada,"32,576"
16-11-2020,Core Infrastructure,External Labor,Canada,"33,060"
09-12-2020,Core Infrastructure,External Labor,Canada,"38,923"
26-01-2020,Core Infrastructure,External Labor,Mexico,"32,337"
02-02-2020,Core Infrastructure,External Labor,Mexico,"21,292"
26-03-2020,Core Infrastructure,External Labor,Mexico,"35,152"
07-04-2020,Core Infrastructure,External Labor,Mexico,"35,325"
06-05-2020,Core Infrastructure,External Labor,Mexico,"31,551"
03-06-2020,Core Infrastructure,External Labor,Mexico,"58,878"
09-07-2020,Core Infrastructure,External Labor,Mexico,"53,318"
11-08-2020,Core Infrastructure,External Labor,Mexico,"25,675"
23-09-2020,Core Infrastructure,External Labor,Mexico,"47,244"
17-10-2020,Core Infrastructure,External Labor,Mexico,"52,184"
27-11-2020,Core Infrastructure,External Labor,Mexico,"33,272"
10-12-2020,Core Infrastructure,External Labor,Mexico,"36,502"
16-01-2020,Core Infrastructure,External Labor,New Zealand,"81,119"
06-02-2020,Core Infrastructure,External Labor,New Zealand,"58,805"
27-03-2020,Core Infrastructure,External Labor,New Zealand,"54,618"
21-04-2020,Core Infrastructure,External Labor,New Zealand,"61,711"
01-05-2020,Core Infrastructure,External Labor,New Zealand,"77,994"
27-06-2020,Core Infrastructure,External Labor,New Zealand,"65,636"
07-07-2020,Core Infrastructure,External Labor,New Zealand,"63,603"
17-08-2020,Core Infrastructure,External Labor,New Zealand,"78,292"
25-09-2020,Core Infrastructure,External Labor,New Zealand,"48,589"
20-10-2020,Core Infrastructure,External Labor,New Zealand,"67,902"
07-11-2020,Core Infrastructure,External Labor,New Zealand,"59,604"
23-12-2020,Core Infrastructure,External Labor,New Zealand,"59,555"
11-01-2020,Core Infrastructure,External Labor,USA,"8,53,520"
04-02-2020,Core Infrastructure,External Labor,USA,"5,02,947"
12-03-2020,Core Infrastructure,External Labor,USA,"5,99,951"
14-04-2020,Core Infrastructure,External Labor,USA,"3,97,197"
15-05-2020,Core Infrastructure,External Labor,USA,"31,886"
27-06-2020,Core Infrastructure,External Labor,USA,"44,879"
02-07-2020,Core Infrastructure,External Labor,USA,"17,855"
05-08-2020,Core Infrastructure,External Labor,USA,"29,389"
17-09-2020,Core Infrastructure,External Labor,USA,"40,390"
09-10-2020,Core Infrastructure,External Labor,USA,"30,990"
20-11-2020,Core Infrastructure,External Labor,USA,"33,488"
12-12-2020,Core Infrastructure,External Labor,USA,"33,075"
23-01-2020,Core Infrastructure,Hardware,Brazil,"30,995"
23-02-2020,Core Infrastructure,Hardware,Brazil,"42,375"
11-03-2020,Core Infrastructure,Hardware,Brazil,"40,248"
15-04-2020,Core Infrastructure,Hardware,Brazil,"33,325"
22-05-2020,Core Infrastructure,Hardware,Brazil,"47,282"
02-06-2020,Core Infrastructure,Hardware,Brazil,"40,510"
20-07-2020,Core Infrastructure,Hardware,Brazil,"23,461"
17-08-2020,Core Infrastructure,Hardware,Brazil,"43,261"
11-09-2020,Core Infrastructure,Hardware,Brazil,"46,323"
02-10-2020,Core Infrastructure,Hardware,Brazil,"10,881"
14-11-2020,Core Infrastructure,Hardware,Brazil,"30,627"
15-12-2020,Core Infrastructure,Hardware,Brazil,"34,109"
16-01-2020,Core Infrastructure,Hardware,Canada,29456
14-02-2020,Core Infrastructure,Hardware,Canada,32269
20-03-2020,Core Infrastructure,Hardware,Canada,1795
11-04-2020,Core Infrastructure,Hardware,Canada,6982
27-05-2020,Core Infrastructure,Hardware,Canada,4818
23-06-2020,Core Infrastructure,Hardware,Canada,14678
25-07-2020,Core Infrastructure,Hardware,Canada,7736
17-08-2020,Core Infrastructure,Hardware,Canada,35186
02-09-2020,Core Infrastructure,Hardware,Canada,16890
11-10-2020,Core Infrastructure,Hardware,Canada,30886
09-11-2020,Core Infrastructure,Hardware,Canada,35221
02-12-2020,Core Infrastructure,Hardware,Canada,22078
02-01-2020,Core Infrastructure,Hardware,Mexico,"57,252"
15-02-2020,Core Infrastructure,Hardware,Mexico,"46,325"
19-03-2020,Core Infrastructure,Hardware,Mexico,"58,586"
06-04-2020,Core Infrastructure,Hardware,Mexico,"60,073"
17-05-2020,Core Infrastructure,Hardware,Mexico,"48,890"
10-06-2020,Core Infrastructure,Hardware,Mexico,"46,861"
01-07-2020,Core Infrastructure,Hardware,Mexico,"66,908"
27-08-2020,Core Infrastructure,Hardware,Mexico,"67,770"
11-09-2020,Core Infrastructure,Hardware,Mexico,"49,818"
18-10-2020,Core Infrastructure,Hardware,Mexico,"52,390"
25-11-2020,Core Infrastructure,Hardware,Mexico,"46,745"
14-12-2020,Core Infrastructure,Hardware,Mexico,"67,753"
01-01-2020,Core Infrastructure,Hardware,USA,5780
21-02-2020,Core Infrastructure,Hardware,USA,5985
08-03-2020,Core Infrastructure,Hardware,USA,12173
08-04-2020,Core Infrastructure,Hardware,USA,33443
26-05-2020,Core Infrastructure,Hardware,USA,32005
08-06-2020,Core Infrastructure,Hardware,USA,13779
20-07-2020,Core Infrastructure,Hardware,USA,31089
03-08-2020,Core Infrastructure,Hardware,USA,32583
20-09-2020,Core Infrastructure,Hardware,USA,9074
15-10-2020,Core Infrastructure,Hardware,USA,10441
10-11-2020,Core Infrastructure,Hardware,USA,27535
23-12-2020,Core Infrastructure,Hardware,USA,25729
03-01-2020,Core Infrastructure,Hardware Maintenance,Brazil,"16,954"
01-02-2020,Core Infrastructure,Hardware Maintenance,Brazil,"29,132"
03-03-2020,Core Infrastructure,Hardware Maintenance,Brazil,"30,243"
14-04-2020,Core Infrastructure,Hardware Maintenance,Brazil,"31,429"
18-05-2020,Core Infrastructure,Hardware Maintenance,Brazil,"43,362"
27-06-2020,Core Infrastructure,Hardware Maintenance,Brazil,"20,413"
09-07-2020,Core Infrastructure,Hardware Maintenance,Brazil,"39,362"
27-08-2020,Core Infrastructure,Hardware Maintenance,Brazil,"30,469"
19-09-2020,Core Infrastructure,Hardware Maintenance,Brazil,"45,517"
03-10-2020,Core Infrastructure,Hardware Maintenance,Brazil,"44,790"
25-11-2020,Core Infrastructure,Hardware Maintenance,Brazil,"33,196"
28-12-2020,Core Infrastructure,Hardware Maintenance,Brazil,"25,232"
21-01-2020,Core Infrastructure,Hardware Maintenance,Canada,"32,185"
05-02-2020,Core Infrastructure,Hardware Maintenance,Canada,"5,432"
17-03-2020,Core Infrastructure,Hardware Maintenance,Canada,"11,373"
21-04-2020,Core Infrastructure,Hardware Maintenance,Canada,"28,575"
19-05-2020,Core Infrastructure,Hardware Maintenance,Canada,"30,993"
03-06-2020,Core Infrastructure,Hardware Maintenance,Canada,"35,049"
02-07-2020,Core Infrastructure,Hardware Maintenance,Canada,"7,570"
09-08-2020,Core Infrastructure,Hardware Maintenance,Canada,"8,513"
04-09-2020,Core Infrastructure,Hardware Maintenance,Canada,"28,487"
18-10-2020,Core Infrastructure,Hardware Maintenance,Canada,"17,198"
21-11-2020,Core Infrastructure,Hardware Maintenance,Canada,"13,887"
22-12-2020,Core Infrastructure,Hardware Maintenance,Canada,"19,926"
21-01-2020,Core Infrastructure,Hardware Maintenance,Mexico,"9,045"
04-02-2020,Core Infrastructure,Hardware Maintenance,Mexico,"40,532"
02-03-2020,Core Infrastructure,Hardware Maintenance,Mexico,"23,247"
22-04-2020,Core Infrastructure,Hardware Maintenance,Mexico,"18,989"
17-05-2020,Core Infrastructure,Hardware Maintenance,Mexico,"22,317"
27-06-2020,Core Infrastructure,Hardware Maintenance,Mexico,"39,943"
23-07-2020,Core Infrastructure,Hardware Maintenance,Mexico,"15,064"
25-08-2020,Core Infrastructure,Hardware Maintenance,Mexico,"35,144"
25-09-2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,805"
16-10-2020,Core Infrastructure,Hardware Maintenance,Mexico,"30,459"
25-11-2020,Core Infrastructure,Hardware Maintenance,Mexico,"32,425"
13-12-2020,Core Infrastructure,Hardware Maintenance,Mexico,"29,087"
20-01-2020,Core Infrastructure,Hardware Maintenance,USA,37068
16-02-2020,Core Infrastructure,Hardware Maintenance,USA,3273
21-03-2020,Core Infrastructure,Hardware Maintenance,USA,6409
01-04-2020,Core Infrastructure,Hardware Maintenance,USA,22285
13-05-2020,Core Infrastructure,Hardware Maintenance,USA,27367
13-06-2020,Core Infrastructure,Hardware Maintenance,USA,25920
19-07-2020,Core Infrastructure,Hardware Maintenance,USA,22604
21-08-2020,Core Infrastructure,Hardware Maintenance,USA,12077
27-09-2020,Core Infrastructure,Hardware Maintenance,USA,9383
15-10-2020,Core Infrastructure,Hardware Maintenance,USA,14678
17-11-2020,Core Infrastructure,Hardware Maintenance,USA,4340
02-12-2020,Core Infrastructure,Hardware Maintenance,USA,29572
19-01-2020,Core Infrastructure,Internal Labor,Brazil,"13,727"
11-02-2020,Core Infrastructure,Internal Labor,Brazil,"49,570"
08-03-2020,Core Infrastructure,Internal Labor,Brazil,"37,055"
05-04-2020,Core Infrastructure,Internal Labor,Brazil,"38,424"
12-05-2020,Core Infrastructure,Internal Labor,Brazil,"36,368"
06-06-2020,Core Infrastructure,Internal Labor,Brazil,"32,297"
24-07-2020,Core Infrastructure,Internal Labor,Brazil,"21,660"
16-08-2020,Core Infrastructure,Internal Labor,Brazil,"47,640"
17-09-2020,Core Infrastructure,Internal Labor,Brazil,"47,094"
20-10-2020,Core Infrastructure,Internal Labor,Brazil,"40,160"
22-11-2020,Core Infrastructure,Internal Labor,Brazil,"27,140"
01-12-2020,Core Infrastructure,Internal Labor,Brazil,"45,864"
05-01-2020,Core Infrastructure,Internal Labor,Mexico,"35,650"
13-02-2020,Core Infrastructure,Internal Labor,Mexico,"15,891"
21-03-2020,Core Infrastructure,Internal Labor,Mexico,"11,910"
11-04-2020,Core Infrastructure,Internal Labor,Mexico,"33,337"
21-05-2020,Core Infrastructure,Internal Labor,Mexico,"42,166"
07-06-2020,Core Infrastructure,Internal Labor,Mexico,"15,797"
15-07-2020,Core Infrastructure,Internal Labor,Mexico,"34,884"
24-08-2020,Core Infrastructure,Internal Labor,Mexico,"8,936"
13-09-2020,Core Infrastructure,Internal Labor,Mexico,"22,302"
23-10-2020,Core Infrastructure,Internal Labor,Mexico,"31,170"
27-11-2020,Core Infrastructure,Internal Labor,Mexico,"13,134"
06-12-2020,Core Infrastructure,Internal Labor,Mexico,"17,815"
18-01-2020,Core Infrastructure,Internal Labor,New Zealand,"41,385"
13-02-2020,Core Infrastructure,Internal Labor,New Zealand,"60,000"
27-03-2020,Core Infrastructure,Internal Labor,New Zealand,"43,681"
04-04-2020,Core Infrastructure,Internal Labor,New Zealand,"42,756"
08-05-2020,Core Infrastructure,Internal Labor,New Zealand,"57,469"
05-06-2020,Core Infrastructure,Internal Labor,New Zealand,"37,700"
17-07-2020,Core Infrastructure,Internal Labor,New Zealand,"63,863"
26-08-2020,Core Infrastructure,Internal Labor,New Zealand,"43,239"
20-09-2020,Core Infrastructure,Internal Labor,New Zealand,"70,353"
16-10-2020,Core Infrastructure,Internal Labor,New Zealand,"39,129"
25-11-2020,Core Infrastructure,Internal Labor,New Zealand,"54,679"
23-12-2020,Core Infrastructure,Internal Labor,New Zealand,"43,178"
28-01-2020,Core Infrastructure,Internal Labor,USA,"96,070"
05-02-2020,Core Infrastructure,Internal Labor,USA,"1,03,237"
19-03-2020,Core Infrastructure,Internal Labor,USA,"92,890"
28-04-2020,Core Infrastructure,Internal Labor,USA,"78,690"
05-05-2020,Core Infrastructure,Internal Labor,USA,"74,525"
10-06-2020,Core Infrastructure,Internal Labor,USA,"69,144"
18-07-2020,Core Infrastructure,Internal Labor,USA,"71,821"
22-08-2020,Core Infrastructure,Internal Labor,USA,"97,322"
08-09-2020,Core Infrastructure,Internal Labor,USA,"98,309"
08-10-2020,Core Infrastructure,Internal Labor,USA,"1,05,213"
27-11-2020,Core Infrastructure,Internal Labor,USA,"94,979"
01-12-2020,Core Infrastructure,Internal Labor,USA,"87,145"
07-01-2020,Core Infrastructure,Other,Brazil,"46,716"
02-02-2020,Core Infrastructure,Other,Brazil,"55,835"
28-03-2020,Core Infrastructure,Other,Brazil,"77,369"
06-04-2020,Core Infrastructure,Other,Brazil,"38,947"
23-05-2020,Core Infrastructure,Other,Brazil,"48,697"
25-06-2020,Core Infrastructure,Other,Brazil,"68,965"
09-07-2020,Core Infrastructure,Other,Brazil,"72,703"
02-08-2020,Core Infrastructure,Other,Brazil,"49,489"
07-09-2020,Core Infrastructure,Other,Brazil,"39,952"
24-10-2020,Core Infrastructure,Other,Brazil,"40,923"
15-11-2020,Core Infrastructure,Other,Brazil,"58,759"
26-12-2020,Core Infrastructure,Other,Brazil,"74,490"
28-01-2020,Core Infrastructure,Other,Canada,38006
14-02-2020,Core Infrastructure,Other,Canada,15485
20-03-2020,Core Infrastructure,Other,Canada,37528
07-04-2020,Core Infrastructure,Other,Canada,3285
17-05-2020,Core Infrastructure,Other,Canada,32107
18-06-2020,Core Infrastructure,Other,Canada,102
21-07-2020,Core Infrastructure,Other,Canada,5859
28-08-2020,Core Infrastructure,Other,Canada,419
09-09-2020,Core Infrastructure,Other,Canada,12904
27-10-2020,Core Infrastructure,Other,Canada,24965
19-11-2020,Core Infrastructure,Other,Canada,30477
27-12-2020,Core Infrastructure,Other,Canada,32858
19-01-2020,Core Infrastructure,Other,Mexico,"19,474"
17-02-2020,Core Infrastructure,Other,Mexico,"46,260"
26-03-2020,Core Infrastructure,Other,Mexico,"32,646"
27-04-2020,Core Infrastructure,Other,Mexico,"48,289"
03-05-2020,Core Infrastructure,Other,Mexico,"37,813"
04-06-2020,Core Infrastructure,Other,Mexico,"37,609"
06-07-2020,Core Infrastructure,Other,Mexico,"21,293"
20-08-2020,Core Infrastructure,Other,Mexico,"27,176"
13-09-2020,Core Infrastructure,Other,Mexico,"22,982"
23-10-2020,Core Infrastructure,Other,Mexico,"29,216"
11-11-2020,Core Infrastructure,Other,Mexico,"31,088"
14-12-2020,Core Infrastructure,Other,Mexico,"15,125"
22-01-2020,Core Infrastructure,Other,New Zealand,5172
24-02-2020,Core Infrastructure,Other,New Zealand,19847
13-03-2020,Core Infrastructure,Other,New Zealand,17685
27-04-2020,Core Infrastructure,Other,New Zealand,1844
23-05-2020,Core Infrastructure,Other,New Zealand,5653
